mlp_ratio,sum_mlp_ratio,num_heads,sum_num_heads,embed_dim,sum_embed,layer_num,dss score,retrain accuracy100,resultfilename2,grasp score,snip score,training time
16 8 16 32 16 16 16 ,120,4 4 6 3 6 3 4 ,30,64 64 64 64 64 64 64 ,448,7,96.52750397,,,-3.625556469,51.61140823,
32 16 32 32 ,112,6 3 4 3 ,16,32 32 32 32 ,128,4,29.46359825,,,-0.07738582,5.4240098,
16 32 8 16 16 16 ,104,6 6 3 6 4 4 ,29,128 128 128 128 128 128 ,768,6,489.3905029,,,-0.314258128,56.42423248,
32 8 8 32 ,80,4 6 6 6 ,22,32 32 32 32 ,128,4,30.28494263,,,-0.07824333,4.187111855,
16 8 32 16 32 8 8 ,120,6 3 3 3 6 4 3 ,28,32 32 32 32 32 32 32 ,224,7,27.24009132,,,-0.627192438,14.11617851,
32 16 8 16 32 16 ,120,6 3 6 4 6 3 ,28,128 128 128 128 128 128 ,768,6,417.4888611,,,-0.228253543,61.42412949,
8 32 16 16 32 8 16 ,128,3 3 3 3 6 6 4 ,28,196 196 196 196 196 196 196 ,1372,7,634.6586304,,,-1.116491795,270.1840515,
8 32 8 8 ,56,3 3 6 6 ,18,196 196 196 196 ,784,4,665.71521,,,-1.151442289,80.50450897,
32 8 8 32 32 16 ,128,6 4 4 4 6 6 ,30,128 128 128 128 128 128 ,768,6,428.1428833,,,-0.48878774,61.17173767,
16 32 8 16 ,72,6 6 4 3 ,19,64 64 64 64 ,256,4,135.8009033,,,-0.404165387,15.41640091,
32 16 8 32 ,88,3 4 3 4 ,14,196 196 196 196 ,784,4,768.336792,,,-1.546207309,92.08414459,
8 8 32 8 ,56,3 6 6 6 ,21,32 32 32 32 ,128,4,26.12217331,,,-0.083281234,4.329891682,
8 32 8 32 ,80,6 3 4 3 ,16,128 128 128 128 ,512,4,378.7415161,,,-0.682397425,43.5759201,
8 32 8 8 ,56,3 6 3 4 ,16,64 64 64 64 ,256,4,103.936615,,,-0.445371509,14.59497643,
32 8 32 16 ,88,6 3 4 3 ,16,64 64 64 64 ,256,4,113.0034866,,,-0.525269747,20.73458481,
32 16 16 16 ,80,3 3 6 4 ,16,32 32 32 32 ,128,4,23.6049099,,,-0.073857769,4.264472485,
32 16 8 16 ,72,4 6 4 6 ,20,64 64 64 64 ,256,4,123.0388489,,,-0.087057039,16.71884918,
8 32 8 8 16 ,72,6 4 3 6 4 ,23,64 64 64 64 64 ,320,5,113.6729279,,,-0.467502028,15.95956612,
16 32 16 32 ,96,6 4 6 4 ,20,196 196 196 196 ,784,4,1063.116211,,,-0.928867221,98.88516998,
8 32 32 8 16 32 ,128,3 4 6 3 6 4 ,26,64 64 64 64 64 64 ,384,6,93.94319153,,,-0.865460277,27.02910233,
16 16 32 16 32 ,112,4 6 6 6 3 ,25,128 128 128 128 128 ,640,5,431.6359253,,,-0.872533321,62.05177689,
32 16 32 8 8 32 8 ,136,6 4 3 3 3 6 4 ,29,196 196 196 196 196 196 196 ,1372,7,1019.900452,,,-0.310409069,224.9791107,
8 16 32 32 16 32 32 ,168,3 3 4 3 4 6 3 ,26,196 196 196 196 196 196 196 ,1372,7,646.9352417,,,-2.898350716,254.050354,
32 32 8 8 16 16 16 ,128,4 3 4 3 6 6 3 ,29,64 64 64 64 64 64 64 ,448,7,103.9737778,,,-1.224970937,51.87776947,
16 32 16 16 ,80,3 3 3 6 ,15,32 32 32 32 ,128,4,22.39443588,,,-0.068686113,3.934141159,
8 8 32 32 ,80,3 4 4 6 ,17,64 64 64 64 ,256,4,82.15912628,,,-1.268463254,20.07640839,
16 16 32 8 ,72,3 4 4 3 ,14,128 128 128 128 ,512,4,327.7055054,,,-0.223742664,50.73554611,
32 32 32 32 16 ,144,3 3 4 3 3 ,16,32 32 32 32 32 ,160,5,24.35640526,,,-0.103187196,5.890199661,
32 16 32 16 16 ,112,6 3 6 6 6 ,27,196 196 196 196 196 ,980,5,996.6669922,,,-0.852258086,106.5480957,
32 16 16 32 8 8 16 ,128,6 4 3 3 3 4 4 ,27,128 128 128 128 128 128 128 ,896,7,440.4465027,,,-3.302055359,125.3945618,
32 8 16 32 8 8 ,104,4 3 3 6 4 4 ,24,196 196 196 196 196 196 ,1176,6,731.8709717,,,-0.885349751,112.5429916,
16 8 16 32 8 ,80,3 4 3 6 6 ,22,32 32 32 32 32 ,160,5,22.36166,,,-0.079137206,4.146157265,
16 16 16 16 8 8 ,80,6 4 4 4 4 3 ,25,196 196 196 196 196 196 ,1176,6,1039.941162,,,-0.72155118,112.0505066,
32 16 16 8 ,72,4 4 6 6 ,20,64 64 64 64 ,256,4,108.8034973,,,-0.203271985,18.5007782,
32 32 16 32 8 ,120,3 3 3 6 3 ,18,32 32 32 32 32 ,160,5,24.00414085,,,-0.079556115,5.051134109,
8 8 16 32 32 16 16 ,128,4 6 6 6 3 4 3 ,32,128 128 128 128 128 128 128 ,896,7,391.1809998,,,-1.051072478,114.1377563,
16 32 8 16 8 ,80,4 3 3 6 3 ,19,196 196 196 196 196 ,980,5,782.0578003,,,-1.583618641,97.92491913,
8 16 16 16 8 ,64,6 3 3 6 3 ,21,32 32 32 32 32 ,160,5,26.97720528,,,-0.083749063,3.816195488,
16 16 16 32 8 ,88,3 6 4 3 6 ,22,196 196 196 196 196 ,980,5,918.1542969,,,-1.840655804,107.2784271,
32 16 32 16 16 16 32 ,160,6 3 6 6 3 3 4 ,31,128 128 128 128 128 128 128 ,896,7,427.5707397,,,-3.315391541,151.0605927,
8 32 8 16 32 8 ,104,4 6 4 6 6 4 ,30,32 32 32 32 32 32 ,192,6,29.12608719,,,-0.09581735,5.367946625,
32 8 8 8 ,56,3 3 4 3 ,13,196 196 196 196 ,784,4,636.2435303,,,-1.064768076,76.98554993,
8 8 32 16 16 32 ,112,4 6 6 3 6 3 ,28,32 32 32 32 32 32 ,192,6,28.21694183,,,-0.146013856,6.997481346,
8 16 32 32 16 16 16 ,136,6 6 3 3 6 3 6 ,33,64 64 64 64 64 64 64 ,448,7,128.2770386,,,-3.379849911,59.88405228,
32 32 16 16 8 16 ,120,4 4 4 4 4 3 ,23,64 64 64 64 64 64 ,384,6,111.1755981,,,-0.235894978,21.72888756,
8 16 32 16 8 ,80,3 4 4 3 4 ,18,32 32 32 32 32 ,160,5,22.4667778,,,-0.120381743,4.342271328,
16 16 8 32 16 ,88,4 4 3 3 4 ,18,64 64 64 64 64 ,320,5,95.11501312,,,-0.367200136,17.0338726,
8 32 32 8 ,80,6 4 3 6 ,19,128 128 128 128 ,512,4,418.0817261,,,-0.87660563,56.67727661,
16 16 8 8 32 ,80,6 4 6 6 4 ,26,32 32 32 32 32 ,160,5,30.15872574,,,-0.088375792,4.275401592,
8 16 16 32 32 8 ,112,6 3 3 4 4 4 ,24,64 64 64 64 64 64 ,384,6,102.7893143,,,-0.378148675,21.11579895,
16 32 8 8 8 16 16 ,104,3 6 6 6 6 3 3 ,33,32 32 32 32 32 32 32 ,224,7,28.33952141,,,-0.624228835,15.50712109,
32 16 8 8 16 32 16 ,128,3 3 4 3 3 4 3 ,23,32 32 32 32 32 32 32 ,224,7,22.76931953,,,-0.653553843,15.33602619,
16 32 16 8 16 16 32 ,136,4 3 4 3 3 4 6 ,27,32 32 32 32 32 32 32 ,224,7,24.6329937,,,-1.074946046,20.54603195,
16 8 8 8 16 8 ,64,6 3 3 3 3 6 ,24,32 32 32 32 32 32 ,192,6,26.76881027,,,-0.137220934,4.723569393,
16 16 32 8 ,72,6 3 3 3 ,15,196 196 196 196 ,784,4,939.09552,,,-0.496831179,93.32168579,
16 16 32 16 ,80,3 3 3 4 ,13,128 128 128 128 ,512,4,290.5223389,,,-0.502863169,52.31189346,
16 16 32 32 16 8 32 ,152,3 3 6 6 4 3 4 ,29,64 64 64 64 64 64 64 ,448,7,87.75870514,,,-4.737364769,62.77534103,
8 16 32 8 8 ,72,3 4 4 4 6 ,21,32 32 32 32 32 ,160,5,22.57242393,,,-0.101144835,4.450865269,
32 8 16 8 32 ,96,3 3 4 4 6 ,20,196 196 196 196 196 ,980,5,654.0477905,,,-0.813787222,99.77765656,
32 16 16 32 16 ,112,3 3 4 6 4 ,20,32 32 32 32 32 ,160,5,23.20206642,,,-0.105140701,5.087670326,
16 8 16 32 16 16 8 ,112,4 4 4 3 3 3 4 ,25,32 32 32 32 32 32 32 ,224,7,24.50051498,,,-0.666595578,12.87559605,
32 16 16 8 16 ,88,4 3 3 4 4 ,18,64 64 64 64 64 ,320,5,97.49552917,,,-0.176718682,18.4616127,
16 32 32 8 16 8 ,112,4 3 6 4 6 4 ,27,32 32 32 32 32 32 ,192,6,25.78594971,,,-0.108213022,6.559001923,
16 8 32 16 32 ,104,6 3 4 6 4 ,23,32 32 32 32 32 ,160,5,27.74119759,,,-0.106822595,5.363657951,
8 32 16 16 32 8 8 ,120,4 6 3 3 4 4 6 ,30,196 196 196 196 196 196 196 ,1372,7,925.8041382,,,-2.608921051,264.2491455,
8 32 16 16 16 32 8 ,128,6 3 3 3 4 4 6 ,29,128 128 128 128 128 128 128 ,896,7,379.7291565,,,-3.254056931,125.8527298,
32 8 8 8 ,56,4 4 4 6 ,18,64 64 64 64 ,256,4,100.8400955,,,-0.097112387,15.52574539,
32 8 16 32 32 ,120,4 6 4 4 4 ,22,128 128 128 128 128 ,640,5,421.4598083,,,-0.319818407,56.75213242,
8 8 32 8 16 ,72,4 6 4 3 6 ,23,128 128 128 128 128 ,640,5,377.9201965,,,-0.856736064,50.13350296,
32 16 32 16 8 16 ,120,4 6 6 4 4 6 ,30,32 32 32 32 32 32 ,192,6,31.13005066,,,-0.084444463,7.131325722,
16 8 32 16 8 32 8 ,120,3 4 4 4 3 6 3 ,27,32 32 32 32 32 32 32 ,224,7,22.703825,,,-0.238012046,13.18536949,
8 16 8 8 32 8 16 ,96,6 6 4 6 3 3 6 ,34,128 128 128 128 128 128 128 ,896,7,448.6668396,,,-3.11433363,139.8642883,
8 16 16 32 16 ,88,4 3 4 4 6 ,21,196 196 196 196 196 ,980,5,731.9344482,,,-0.817961454,103.6672668,
16 32 8 32 16 ,104,3 3 3 4 4 ,17,196 196 196 196 196 ,980,5,691.6241455,,,-1.450391412,102.2925568,
16 16 32 8 8 16 8 ,104,6 6 3 4 3 3 6 ,31,32 32 32 32 32 32 32 ,224,7,32.78157043,,,-1.159734726,17.96788406,
16 8 32 32 32 ,120,3 3 6 4 6 ,22,32 32 32 32 32 ,160,5,22.03789711,,,-0.106270194,5.523334026,
16 16 16 8 32 32 ,120,6 6 6 6 6 4 ,34,196 196 196 196 196 196 ,1176,6,1196.232788,,,-0.698404551,120.9031219,
16 32 16 8 16 16 8 ,112,3 3 3 4 3 4 6 ,26,32 32 32 32 32 32 32 ,224,7,22.29253197,,,-0.889907241,16.31761169,
8 16 32 8 32 ,96,4 6 3 4 3 ,20,128 128 128 128 128 ,640,5,388.6482544,,,-0.587952733,57.1660347,
32 8 16 16 ,72,6 4 4 4 ,18,32 32 32 32 ,128,4,30.16024017,,,-0.080491953,4.274736404,
8 16 8 8 ,40,6 4 3 3 ,16,128 128 128 128 ,512,4,385.4451294,,,-0.545302868,36.54930878,
16 32 16 16 16 16 ,112,6 3 3 4 6 3 ,25,32 32 32 32 32 32 ,192,6,28.74388123,,,-0.087665766,6.314553738,
16 32 16 8 16 16 16 ,120,4 3 3 3 3 3 3 ,22,196 196 196 196 196 196 196 ,1372,7,780.1602783,,,-4.519632816,263.8256226,
16 32 8 16 32 ,104,4 3 3 3 4 ,17,64 64 64 64 64 ,320,5,94.34307098,,,-0.466816753,18.63366508,
16 16 16 16 8 ,72,6 4 6 6 3 ,25,128 128 128 128 128 ,640,5,436.0480957,,,-0.640190184,53.79048538,
32 32 16 32 32 16 16 ,176,3 3 3 6 6 3 3 ,27,196 196 196 196 196 196 196 ,1372,7,710.0640259,,,-3.441044807,263.5632935,
8 16 32 32 8 ,96,6 6 6 4 3 ,25,32 32 32 32 32 ,160,5,33.1529808,,,-0.125547767,5.166419506,
32 16 8 32 32 16 8 ,144,6 6 6 6 6 4 3 ,37,64 64 64 64 64 64 64 ,448,7,144.6590576,,,-0.751685441,41.84332657,
32 16 32 16 ,96,3 4 6 4 ,17,128 128 128 128 ,512,4,361.0754089,,,-0.937791705,61.68572235,
8 8 32 32 16 ,96,4 6 6 3 3 ,22,196 196 196 196 196 ,980,5,899.4632568,,,-1.184978008,100.8088074,
8 32 8 8 8 ,64,4 6 6 3 3 ,22,64 64 64 64 64 ,320,5,117.3490982,,,-0.393303186,15.69202232,
16 16 32 32 8 ,104,6 4 3 6 3 ,22,128 128 128 128 128 ,640,5,423.7735291,,,-0.892409682,62.36631393,
16 16 8 8 32 32 8 ,120,6 4 6 4 6 4 6 ,36,32 32 32 32 32 32 32 ,224,7,30.05779648,,,-0.397760719,14.76833725,
8 32 16 32 8 16 ,112,4 4 3 3 3 4 ,21,64 64 64 64 64 64 ,384,6,97.110672,,,-0.45840174,20.34014511,
16 32 32 32 32 8 ,152,4 4 6 3 4 3 ,24,128 128 128 128 128 128 ,768,6,396.2453918,,,-0.681134105,73.08216095,
32 32 8 16 ,88,3 4 6 3 ,16,32 32 32 32 ,128,4,26.11223221,,,-0.056768689,3.811305761,
8 8 8 32 16 ,72,3 3 4 6 4 ,20,64 64 64 64 64 ,320,5,74.01358032,,,-0.556554794,14.81487179,
16 16 8 16 16 ,72,3 6 4 6 6 ,25,196 196 196 196 196 ,980,5,918.5689087,,,-1.809056878,103.4516144,
8 16 16 32 32 32 32 ,168,6 4 3 6 3 4 4 ,30,64 64 64 64 64 64 64 ,448,7,109.7367783,,,-0.893674493,52.6137352,
32 8 32 32 ,104,6 6 6 3 ,21,32 32 32 32 ,128,4,34.65446472,,,-0.119397089,5.622603893,
8 8 8 8 8 32 ,72,6 6 3 6 3 4 ,28,32 32 32 32 32 32 ,192,6,31.31166077,,,-0.151731536,5.519556046,
32 8 32 32 8 16 16 ,144,6 6 4 3 6 3 4 ,32,32 32 32 32 32 32 32 ,224,7,34.06097031,,,-0.517986298,17.76024628,
16 32 8 16 8 32 ,112,4 3 6 4 4 4 ,25,196 196 196 196 196 196 ,1176,6,817.1966553,,,-1.087814212,117.4182663,
8 16 32 16 32 16 8 ,128,6 6 6 4 6 3 4 ,35,196 196 196 196 196 196 196 ,1372,7,1126.281494,,,-0.665021896,236.9313812,
16 16 16 8 ,56,3 4 6 3 ,16,128 128 128 128 ,512,4,335.6913452,,,-0.381393313,45.45456696,
32 8 32 32 16 16 ,136,4 3 3 6 4 3 ,23,128 128 128 128 128 128 ,768,6,335.1381226,,,-0.794527769,71.24862671,
8 16 32 8 32 ,96,3 6 3 4 4 ,20,128 128 128 128 128 ,640,5,355.8714905,,,-0.441019416,55.84843826,
16 16 16 32 16 8 ,104,3 3 6 3 4 3 ,22,128 128 128 128 128 128 ,768,6,304.8660278,,,-0.363999993,59.61533356,
32 16 32 32 ,112,4 6 6 3 ,19,32 32 32 32 ,128,4,30.9944191,,,-0.118294619,5.455251694,
16 8 32 8 8 32 32 ,136,3 6 3 6 6 6 6 ,36,196 196 196 196 196 196 196 ,1372,7,849.946106,,,-5.812654495,277.6426697,
16 16 16 8 16 32 16 ,120,4 6 6 6 4 4 3 ,33,196 196 196 196 196 196 196 ,1372,7,1033.356567,,,-4.309355259,267.1878967,
8 32 8 32 32 ,112,6 4 4 4 3 ,21,196 196 196 196 196 ,980,5,957.3842163,,,-0.841473937,97.16345215,
8 16 32 8 32 ,96,3 6 4 6 6 ,25,196 196 196 196 196 ,980,5,866.1846313,,,-0.715160251,100.6342697,
32 32 8 32 ,104,3 4 3 4 ,14,32 32 32 32 ,128,4,25.22146034,,,-0.066335015,4.014801025,
8 32 32 16 32 32 8 ,160,3 3 4 3 4 6 4 ,27,128 128 128 128 128 128 128 ,896,7,293.8582458,,,-3.278657436,133.1458893,
16 16 32 16 8 16 ,104,3 4 3 4 3 4 ,21,196 196 196 196 196 196 ,1176,6,781.0371704,,,-1.691131473,128.0519714,
32 32 32 16 32 8 32 ,184,4 4 6 3 6 6 4 ,33,128 128 128 128 128 128 128 ,896,7,416.5465088,,,-4.423632145,158.6139832,
16 16 32 8 ,72,3 3 6 4 ,16,128 128 128 128 ,512,4,306.1072388,,,-0.158675611,51.6507225,
8 8 32 8 ,56,6 6 4 3 ,19,128 128 128 128 ,512,4,437.0912781,,,-0.758737147,47.96767807,
16 16 8 32 ,72,4 4 6 3 ,17,64 64 64 64 ,256,4,99.26346588,,,-0.353403151,15.96618462,
16 32 8 8 8 8 16 ,96,6 6 6 6 3 6 6 ,39,32 32 32 32 32 32 32 ,224,7,34.79837418,,,-1.90085566,21.42287064,
8 16 32 8 8 32 8 ,112,4 3 4 4 6 6 4 ,31,128 128 128 128 128 128 128 ,896,7,308.9753723,,,-3.679093122,125.2282181,
8 16 32 8 8 32 32 ,136,3 6 6 3 4 3 3 ,28,196 196 196 196 196 196 196 ,1372,7,881.9082642,,,-4.246735573,251.9622345,
16 32 8 32 16 ,104,6 3 4 6 3 ,22,32 32 32 32 32 ,160,5,29.12189674,,,-0.061720714,4.642377853,
8 8 8 16 32 16 ,88,6 4 4 4 6 4 ,28,32 32 32 32 32 32 ,192,6,28.06283951,,,-0.08912389,5.002099514,
16 8 8 32 8 ,72,3 4 6 3 3 ,19,196 196 196 196 196 ,980,5,746.0949707,,,-1.362352729,91.65130615,
32 16 16 8 ,72,6 6 3 4 ,19,32 32 32 32 ,128,4,33.94306564,,,-0.124032646,4.618762016,
8 16 16 32 32 16 32 ,152,4 6 4 4 3 3 4 ,28,128 128 128 128 128 128 128 ,896,7,392.3237,,,-0.724939823,132.2023468,
16 8 16 8 8 ,56,3 4 3 3 4 ,17,32 32 32 32 32 ,160,5,21.97538376,,,-0.100999989,3.508999825,
16 32 32 32 16 16 ,144,3 3 6 4 4 3 ,23,32 32 32 32 32 32 ,192,6,23.70605469,,,-0.128828868,6.747769833,
16 16 8 16 ,56,3 3 6 6 ,18,128 128 128 128 ,512,4,301.0605164,,,-0.398253113,37.87441254,
8 16 16 8 ,48,6 6 3 3 ,18,64 64 64 64 ,256,4,125.4833603,,,-0.677536011,15.79463387,
32 32 8 32 16 ,120,3 4 6 6 4 ,23,32 32 32 32 32 ,160,5,26.51885223,,,-0.072237425,4.669591427,
8 32 16 16 8 ,80,3 4 3 3 4 ,17,196 196 196 196 196 ,980,5,713.9644775,,,-1.55850482,102.9743042,
32 8 16 32 8 8 ,104,6 3 6 4 6 3 ,28,64 64 64 64 64 64 ,384,6,115.6533661,,,-0.252142906,20.58662224,
8 16 32 8 ,64,3 3 3 6 ,15,64 64 64 64 ,256,4,77.97132874,,,-0.857252121,19.8530941,
32 16 8 16 16 ,88,6 6 4 6 3 ,25,64 64 64 64 64 ,320,5,140.7651367,,,-0.243565068,17.17860031,
32 8 32 16 8 8 ,104,4 6 6 4 3 4 ,27,196 196 196 196 196 196 ,1176,6,964.3811035,,,-1.229588389,113.9800491,
16 16 8 16 8 ,64,6 4 4 6 3 ,23,128 128 128 128 128 ,640,5,419.0891113,,,-0.454096675,43.14215851,
32 16 32 8 32 32 ,152,4 3 4 3 6 4 ,24,196 196 196 196 196 196 ,1176,6,795.763855,,,-1.079848528,125.4978638,
32 8 8 32 ,80,4 3 4 6 ,17,196 196 196 196 ,784,4,732.1669922,,,-1.631435156,86.48937988,
8 32 16 32 16 8 8 ,120,4 4 4 3 6 4 6 ,31,32 32 32 32 32 32 32 ,224,7,25.58744049,,,-1.036988139,15.44353294,
16 8 32 16 16 32 ,120,6 3 3 4 3 6 ,25,128 128 128 128 128 128 ,768,6,370.6451416,,,-0.426669419,67.23162079,
16 32 8 16 32 16 ,120,3 6 4 4 4 6 ,27,64 64 64 64 64 64 ,384,6,110.3729706,,,-0.523575008,22.83334351,
8 8 8 32 16 8 ,80,3 4 6 4 4 3 ,24,32 32 32 32 32 32 ,192,6,22.39502907,,,-0.092254668,4.357610703,
32 32 32 8 8 8 8 ,128,3 3 3 6 3 4 4 ,26,128 128 128 128 128 128 128 ,896,7,332.7713928,,,-4.871335983,146.0134888,
32 8 16 16 8 16 ,96,6 6 4 6 6 3 ,31,196 196 196 196 196 196 ,1176,6,1108.576172,,,-0.497237921,112.5231934,
8 16 16 16 16 32 ,104,4 4 4 3 6 3 ,24,64 64 64 64 64 64 ,384,6,92.74014282,,,-0.676732242,22.82814026,
32 32 32 32 ,128,6 3 6 6 ,21,64 64 64 64 ,256,4,127.2129822,,,-0.344289005,22.26336861,
16 32 32 32 ,112,3 4 3 3 ,13,32 32 32 32 ,128,4,23.98925209,,,-0.138923094,5.057136536,
16 32 16 16 ,80,3 6 4 4 ,17,128 128 128 128 ,512,4,399.9949951,,,-0.37596789,48.18490601,
8 8 32 32 8 32 8 ,128,3 6 3 6 4 6 6 ,34,64 64 64 64 64 64 64 ,448,7,98.40545654,,,-2.883505583,53.18910217,
32 32 16 16 8 32 8 ,144,4 3 4 6 3 4 3 ,27,196 196 196 196 196 196 196 ,1372,7,806.2780762,,,-2.755413294,226.478241,
8 32 16 8 16 32 ,112,3 4 6 4 6 6 ,29,196 196 196 196 196 196 ,1176,6,757.7014771,,,-0.920668602,124.5392609,
16 8 8 32 16 8 16 ,104,6 3 4 3 3 4 4 ,27,196 196 196 196 196 196 196 ,1372,7,887.4955444,,,-0.910220623,241.0993958,
16 16 8 8 ,48,4 3 4 3 ,14,64 64 64 64 ,256,4,89.26319122,,,-0.158179536,13.05352211,
32 8 32 32 ,104,3 3 3 4 ,13,196 196 196 196 ,784,4,638.8131104,,,-1.786338091,94.838974,
16 32 16 16 ,80,3 6 3 3 ,15,64 64 64 64 ,256,4,108.9026489,,,-0.769088805,19.18462181,
16 16 8 8 16 16 32 ,112,4 3 3 4 6 4 3 ,27,128 128 128 128 128 128 128 ,896,7,317.1965332,,,-1.145221949,124.3344879,
8 8 16 8 32 16 32 ,120,4 4 4 6 3 3 4 ,28,128 128 128 128 128 128 128 ,896,7,324.1015625,,,-1.298657417,132.0506439,
8 32 32 16 32 16 16 ,152,4 4 4 6 4 3 4 ,29,128 128 128 128 128 128 128 ,896,7,364.3155518,,,-1.611718655,132.3922424,
16 8 16 8 ,48,6 3 4 4 ,17,64 64 64 64 ,256,4,103.3398438,,,-0.578682125,14.88146973,
32 16 16 16 ,80,6 4 6 6 ,22,64 64 64 64 ,256,4,126.0319519,,,-0.329552025,18.57791519,
32 16 16 8 16 32 32 ,152,3 3 4 4 4 3 4 ,25,32 32 32 32 32 32 32 ,224,7,22.97104263,,,-0.983317316,19.05792236,
16 8 16 8 ,48,6 4 3 3 ,16,64 64 64 64 ,256,4,107.7695999,,,-0.65930593,15.41227055,
8 8 8 8 16 32 ,80,3 3 3 6 6 3 ,24,32 32 32 32 32 32 ,192,6,19.99571037,,,-0.130534887,5.158983231,
8 8 32 32 16 8 32 ,136,3 3 3 4 4 4 3 ,24,196 196 196 196 196 196 196 ,1372,7,576.8166504,,,-3.660469055,242.8640442,
16 8 32 16 8 ,80,6 4 6 4 4 ,24,196 196 196 196 196 ,980,5,1002.646301,,,-0.637796044,96.27052307,
32 32 8 16 8 ,96,6 3 4 3 6 ,22,64 64 64 64 64 ,320,5,120.9284363,,,-0.223298073,16.57494164,
16 8 32 32 16 ,104,3 4 6 6 3 ,22,32 32 32 32 32 ,160,5,23.62691689,,,-0.124940716,5.09831953,
8 32 16 16 8 16 32 ,128,4 3 4 4 4 3 6 ,28,128 128 128 128 128 128 128 ,896,7,324.6199341,,,-2.158065557,141.7483521,
16 8 16 16 16 ,72,3 4 6 3 6 ,22,196 196 196 196 196 ,980,5,758.4802246,,,-1.380231619,103.9240952,
8 16 8 16 16 16 8 ,88,3 4 4 4 6 4 6 ,31,64 64 64 64 64 64 64 ,448,7,83.32486725,,,-2.593601465,54.34435272,
8 16 32 32 ,88,6 3 3 3 ,15,128 128 128 128 ,512,4,362.6491699,,,-0.713883221,58.32132721,
16 32 8 16 ,72,4 6 3 4 ,17,196 196 196 196 ,784,4,976.7873535,,,-1.684377432,92.76642609,
8 16 8 16 32 ,80,6 3 6 4 3 ,22,196 196 196 196 196 ,980,5,902.9576416,,,-0.824127913,97.6683197,
32 32 32 16 32 ,144,6 3 6 4 3 ,22,64 64 64 64 64 ,320,5,126.3819962,,,-0.501938939,24.18890953,
