mlp_ratio,sum_mlp_ratio,num_heads,sum_num_heads,embed_dim,sum_embed,layer_num,dss score,retrain accuracy100,resultfilename2,grasp score,snip score,training time
16 8 8 32 32 16 32 ,144,3 6 3 6 3 3 3 ,27,196 196 196 196 196 196 196 ,1372,7,840.9789429,,,-2.494894028,235.8428345,
32 8 32 8 32 32 8 ,152,3 3 4 4 4 3 4 ,25,32 32 32 32 32 32 32 ,224,7,22.68211746,,,-0.566114306,16.2665863,
32 16 32 8 32 16 ,136,6 3 6 3 4 4 ,26,32 32 32 32 32 32 ,192,6,30.23111725,,,-0.038422652,7.341416359,
16 16 32 8 32 ,104,3 3 3 3 3 ,15,128 128 128 128 128 ,640,5,289.9163513,,,-0.206620693,53.93905258,
16 32 16 8 8 32 ,112,6 4 4 3 4 3 ,24,196 196 196 196 196 196 ,1176,6,1033.533203,,,-0.309889197,113.93853,
16 8 16 16 8 ,64,6 6 4 6 6 ,28,128 128 128 128 128 ,640,5,465.1149292,,,-0.473593265,47.67127228,
32 32 32 8 ,104,3 6 4 4 ,17,64 64 64 64 ,256,4,120.3856659,,,-0.280799866,24.05778313,
32 8 8 8 ,56,4 3 4 3 ,14,64 64 64 64 ,256,4,93.44203186,,,-0.098009914,14.65951824,
32 16 16 8 16 ,88,3 3 6 3 6 ,21,196 196 196 196 196 ,980,5,736.4904175,,,-0.865464449,106.9309998,
16 8 8 32 16 8 ,88,4 6 3 6 4 4 ,27,128 128 128 128 128 128 ,768,6,394.1542969,,,-0.468697965,50.86474228,
8 16 32 8 16 16 ,96,3 4 3 3 3 3 ,19,196 196 196 196 196 196 ,1176,6,711.4528809,,,-1.003786087,124.3659363,
32 16 32 8 ,88,4 4 3 6 ,17,32 32 32 32 ,128,4,26.66924095,,,-0.044423327,4.852002144,
32 8 16 32 8 32 16 ,144,6 3 3 6 4 6 6 ,34,128 128 128 128 128 128 128 ,896,7,394.5094299,,,-2.303460598,127.6679993,
8 8 16 32 32 ,96,4 3 4 4 3 ,18,64 64 64 64 64 ,320,5,82.89337921,,,-0.544074655,18.32234192,
16 8 16 16 ,56,4 4 3 3 ,14,196 196 196 196 ,784,4,796.6756592,,,-1.337390184,95.91052246,
32 8 8 16 16 16 ,96,4 6 4 4 3 4 ,25,32 32 32 32 32 32 ,192,6,29.39904213,,,-0.123853251,5.69208622,
32 8 16 32 8 8 8 ,112,4 3 4 6 3 4 6 ,30,128 128 128 128 128 128 128 ,896,7,336.5791626,,,-4.303713799,123.7305984,
32 8 16 32 ,88,4 6 4 3 ,17,64 64 64 64 ,256,4,118.7937622,,,-0.321620345,19.50161743,
32 32 8 8 32 ,112,6 3 4 4 4 ,21,64 64 64 64 64 ,320,5,120.9703827,,,-0.011804402,18.04837799,
8 32 32 8 16 8 32 ,136,3 4 3 3 6 4 6 ,29,64 64 64 64 64 64 64 ,448,7,89.54873657,,,-2.295696974,76.91558075,
32 32 32 8 ,104,6 6 4 6 ,22,196 196 196 196 ,784,4,1165.190674,,,-0.46425724,93.75541687,
16 32 8 8 8 32 ,104,4 4 6 6 4 3 ,27,128 128 128 128 128 128 ,768,6,389.4617004,,,-0.657149255,55.02527618,
32 32 32 8 16 8 ,128,3 6 3 4 6 4 ,26,128 128 128 128 128 128 ,768,6,418.0953979,,,-0.38224262,68.85690308,
16 8 16 32 16 32 ,120,3 4 6 4 4 6 ,27,196 196 196 196 196 196 ,1176,6,761.4375,,,-1.210538626,126.3823853,
8 16 32 32 32 ,120,4 4 6 3 6 ,23,32 32 32 32 32 ,160,5,25.43420792,,,-0.138989836,5.195692539,
8 16 8 8 8 8 ,56,6 6 4 3 6 4 ,29,64 64 64 64 64 64 ,384,6,126.6999741,,,-0.403660417,15.30845642,
8 32 16 16 ,72,6 6 6 6 ,24,128 128 128 128 ,512,4,485.7430115,,,-0.632220984,50.30602264,
8 16 16 32 ,72,4 3 3 6 ,16,196 196 196 196 ,784,4,720.2512207,,,-1.07196486,97.72113037,
8 8 8 32 ,56,6 3 3 4 ,16,32 32 32 32 ,128,4,26.14146614,,,-0.075943895,3.333532095,
8 16 16 16 32 ,88,4 6 6 6 4 ,26,196 196 196 196 196 ,980,5,975.1974487,,,-1.461172342,105.42202,
8 8 32 8 ,56,3 3 3 3 ,12,32 32 32 32 ,128,4,19.97620773,,,-0.103997514,4.01063776,
32 32 32 16 ,112,4 6 4 4 ,18,32 32 32 32 ,128,4,31.44706535,,,-0.053549688,5.491671085,
32 32 8 8 32 16 ,128,6 4 6 4 6 6 ,32,32 32 32 32 32 32 ,192,6,32.71934128,,,-0.067510784,6.391095638,
32 32 8 16 16 32 32 ,168,4 6 3 4 6 6 4 ,33,128 128 128 128 128 128 128 ,896,7,444.9743958,,,-1.63383162,134.5788574,
16 8 32 16 16 32 8 ,128,6 4 4 6 3 3 6 ,32,128 128 128 128 128 128 128 ,896,7,413.5310974,,,-1.534264088,126.904007,
32 8 32 32 ,104,6 3 3 3 ,15,128 128 128 128 ,512,4,392.2019958,,,-0.719634235,57.68774033,
8 32 32 8 16 32 8 ,136,4 6 4 4 3 6 4 ,31,196 196 196 196 196 196 196 ,1372,7,939.2557983,,,-3.856143951,239.3267517,
16 16 8 32 32 32 16 ,152,3 4 6 3 3 4 4 ,27,128 128 128 128 128 128 128 ,896,7,334.105835,,,-1.818416476,116.6950607,
16 32 32 32 8 32 ,152,3 6 4 4 4 4 ,25,32 32 32 32 32 32 ,192,6,27.85144424,,,-0.102717131,7.390113354,
32 8 32 8 ,80,4 4 4 4 ,16,32 32 32 32 ,128,4,26.20563889,,,-0.063831463,4.700943947,
32 16 8 16 16 8 32 ,128,6 4 4 4 6 6 4 ,34,32 32 32 32 32 32 32 ,224,7,30.84172821,,,-0.993844628,19.59468842,
8 16 32 8 16 32 ,112,4 6 4 4 3 4 ,25,64 64 64 64 64 64 ,384,6,111.7148361,,,-0.576030076,24.28423119,
16 8 8 32 8 ,72,4 4 4 6 6 ,24,32 32 32 32 32 ,160,5,24.70715332,,,-0.054849669,3.83508563,
8 32 8 16 16 8 ,88,6 3 4 3 6 6 ,28,196 196 196 196 196 196 ,1176,6,875.5180054,,,-0.763637066,110.3938904,
16 8 8 8 ,40,3 4 4 6 ,17,128 128 128 128 ,512,4,307.5698547,,,-0.085960716,31.45527649,
16 16 32 16 ,80,4 4 3 3 ,14,64 64 64 64 ,256,4,96.69975281,,,-1.13127923,21.50595665,
32 32 8 32 16 16 8 ,144,6 3 6 6 3 6 3 ,33,32 32 32 32 32 32 32 ,224,7,31.33887482,,,-0.317277253,14.03727245,
8 32 8 32 16 32 ,128,4 4 3 4 4 3 ,22,32 32 32 32 32 32 ,192,6,25.2233429,,,-0.095686145,5.730210304,
32 16 32 16 32 16 ,144,3 4 3 3 6 3 ,22,64 64 64 64 64 64 ,384,6,96.45701599,,,-0.449467897,27.85744667,
32 8 8 8 32 8 ,96,6 3 3 3 3 6 ,24,64 64 64 64 64 64 ,384,6,109.5263519,,,-0.167022556,18.20854759,
16 8 16 16 16 32 8 ,112,3 6 3 4 4 4 3 ,27,128 128 128 128 128 128 128 ,896,7,361.807373,,,-1.586807132,102.9622192,
8 16 8 16 32 16 ,96,3 3 6 3 6 3 ,24,32 32 32 32 32 32 ,192,6,21.38297272,,,-0.089460142,5.043599606,
32 32 32 32 32 8 ,168,6 3 4 4 4 4 ,25,196 196 196 196 196 196 ,1176,6,963.1259155,,,-0.633880615,117.5794601,
16 16 16 8 16 ,72,3 4 3 4 4 ,18,32 32 32 32 32 ,160,5,22.64691353,,,-0.123812363,3.935387373,
16 16 32 16 8 16 ,104,3 3 3 6 4 6 ,25,196 196 196 196 196 196 ,1176,6,708.5706177,,,-1.739223599,129.285614,
8 16 8 8 16 ,56,4 6 3 3 4 ,20,128 128 128 128 128 ,640,5,379.0222168,,,-0.286237329,39.47028351,
16 8 32 32 8 ,96,4 6 4 4 6 ,24,196 196 196 196 196 ,980,5,940.2474976,,,-1.47225976,101.7914429,
16 8 16 8 8 16 8 ,80,6 6 4 3 6 4 3 ,32,64 64 64 64 64 64 64 ,448,7,127.4740906,,,-1.979679465,44.35137177,
8 16 16 16 16 32 ,104,3 4 6 3 4 6 ,26,64 64 64 64 64 64 ,384,6,86.69548798,,,-0.790454865,23.97839355,
8 16 8 16 32 16 ,96,6 3 3 3 6 4 ,25,64 64 64 64 64 64 ,384,6,101.5459061,,,-0.516073525,19.65341187,
32 32 32 32 8 8 ,144,4 6 6 6 4 4 ,30,196 196 196 196 196 196 ,1176,6,1035.894165,,,-1.756365657,121.2479706,
8 32 32 16 32 ,120,4 4 4 3 4 ,19,196 196 196 196 196 ,980,5,809.4354248,,,-1.230770946,104.6931152,
16 32 32 8 16 8 ,112,6 3 4 4 3 6 ,26,196 196 196 196 196 196 ,1176,6,959.5594482,,,-0.482280016,111.1246109,
32 16 32 16 8 ,104,4 4 3 3 3 ,17,128 128 128 128 128 ,640,5,379.092865,,,-1.085275769,62.09014893,
8 16 8 32 32 ,96,3 3 3 3 4 ,16,128 128 128 128 128 ,640,5,262.0423279,,,-0.560922682,46.90705872,
8 8 16 32 16 8 ,88,4 4 4 6 6 6 ,30,128 128 128 128 128 128 ,768,6,326.5526733,,,-0.297858804,55.36547089,
32 32 8 8 ,80,4 6 4 6 ,20,196 196 196 196 ,784,4,993.9422607,,,-0.951118231,84.69042206,
32 32 8 8 16 16 ,112,6 3 6 4 6 4 ,29,64 64 64 64 64 64 ,384,6,124.1475906,,,-0.114659816,19.21764183,
8 8 16 16 ,48,3 4 4 6 ,17,196 196 196 196 ,784,4,673.7992554,,,-1.597135186,91.5801239,
8 32 32 8 ,80,3 4 6 6 ,19,196 196 196 196 ,784,4,758.5824585,,,-0.959477186,94.19554138,
8 8 8 32 16 ,72,3 4 6 6 6 ,25,32 32 32 32 32 ,160,5,22.59546661,,,-0.066934049,3.613448858,
8 16 8 8 32 8 16 ,96,3 6 6 3 3 4 4 ,29,64 64 64 64 64 64 64 ,448,7,103.0593185,,,-1.659260988,53.33470917,
8 32 16 16 32 ,104,3 6 3 6 4 ,22,128 128 128 128 128 ,640,5,375.9770508,,,-0.461083561,54.58737183,
32 8 16 32 8 32 ,128,3 6 6 3 4 4 ,26,32 32 32 32 32 32 ,192,6,28.01953888,,,-0.115410253,7.177290916,
8 16 16 8 ,48,6 4 3 3 ,16,128 128 128 128 ,512,4,390.7202148,,,-0.858776212,46.44664001,
8 16 16 8 ,48,4 3 3 3 ,13,64 64 64 64 ,256,4,84.24329376,,,-0.597107649,15.15840244,
32 32 8 16 ,88,4 6 6 3 ,19,196 196 196 196 ,784,4,1013.348755,,,-1.594459534,93.73175812,
8 32 8 16 8 ,72,6 4 3 4 4 ,21,64 64 64 64 64 ,320,5,113.0537262,,,-0.54855299,15.51842213,
16 16 8 16 32 8 32 ,128,3 6 4 4 4 4 4 ,29,64 64 64 64 64 64 64 ,448,7,104.8736343,,,-1.516527653,56.82503891,
32 32 32 16 8 ,120,3 6 4 6 6 ,25,128 128 128 128 128 ,640,5,425.6681213,,,-1.063117146,63.8925705,
16 16 8 16 ,56,3 4 6 4 ,17,32 32 32 32 ,128,4,23.52688789,,,-0.047373563,3.105690479,
8 16 32 8 32 32 ,128,6 3 6 3 3 4 ,25,128 128 128 128 128 128 ,768,6,379.0741882,,,-0.286013544,71.06692505,
16 32 8 32 16 8 16 ,128,4 6 3 4 3 3 4 ,27,32 32 32 32 32 32 32 ,224,7,29.35905838,,,-0.777685344,15.83382797,
32 32 32 8 ,104,6 6 3 3 ,18,196 196 196 196 ,784,4,1141.715698,,,-0.401988506,94.52441406,
8 8 8 8 8 32 ,72,3 3 4 6 4 4 ,24,64 64 64 64 64 64 ,384,6,73.51045227,,,-0.375982285,17.57557487,
32 32 16 8 ,88,3 3 4 6 ,16,196 196 196 196 ,784,4,715.2919922,,,-0.903578281,96.92670441,
8 8 8 8 ,32,4 6 4 4 ,18,128 128 128 128 ,512,4,368.6271362,,,-0.322746694,30.54336357,
32 8 32 32 32 ,136,4 3 6 4 6 ,23,64 64 64 64 64 ,320,5,100.3082352,,,-0.597858429,25.08030128,
16 16 32 16 ,80,6 4 6 6 ,22,196 196 196 196 ,784,4,1069.733887,,,-0.988289356,99.10322571,
32 32 8 8 16 32 ,128,6 3 4 6 4 3 ,26,196 196 196 196 196 196 ,1176,6,957.3662109,,,-0.287018061,110.5450439,
16 16 16 32 16 8 ,104,3 4 4 3 3 3 ,20,196 196 196 196 196 196 ,1176,6,791.7611084,,,-1.521610141,123.5740356,
16 8 16 16 8 ,64,4 6 4 4 3 ,21,196 196 196 196 196 ,980,5,938.3604126,,,-1.469519973,101.5965042,
32 8 8 32 8 32 16 ,136,4 3 4 4 3 3 6 ,27,64 64 64 64 64 64 64 ,448,7,94.68989563,,,-2.774915218,53.301651,
16 16 16 16 ,64,6 4 3 4 ,17,196 196 196 196 ,784,4,1022.943726,,,-1.209619999,98.64450836,
8 8 8 32 ,56,6 3 3 6 ,18,128 128 128 128 ,512,4,341.2735291,,,-0.624687314,36.99597931,
8 32 16 16 8 32 8 ,120,4 3 6 3 3 3 3 ,25,32 32 32 32 32 32 32 ,224,7,24.65269279,,,-0.520467281,12.27107716,
16 16 32 32 8 16 16 ,136,6 6 3 3 3 6 3 ,30,196 196 196 196 196 196 196 ,1372,7,1148.606079,,,-4.161031246,249.7602844,
8 16 8 32 16 32 ,112,6 3 4 4 3 4 ,24,196 196 196 196 196 196 ,1176,6,876.5463257,,,-0.607379079,117.7005692,
8 8 32 8 32 32 8 ,128,6 3 6 6 6 6 4 ,37,128 128 128 128 128 128 128 ,896,7,367.2608032,,,-2.994976521,123.0063248,
8 32 32 8 16 32 ,128,4 3 6 6 6 3 ,28,32 32 32 32 32 32 ,192,6,25.24526024,,,-0.098669037,7.282715321,
8 16 16 16 16 8 8 ,88,6 6 3 3 4 6 6 ,34,64 64 64 64 64 64 64 ,448,7,126.1749268,,,-4.431774616,58.01568604,
32 32 32 8 8 8 ,120,3 6 6 4 4 4 ,27,128 128 128 128 128 128 ,768,6,433.096283,,,-0.666013956,67.03363037,
32 16 16 8 8 32 ,112,4 6 3 6 3 3 ,25,64 64 64 64 64 64 ,384,6,122.4886398,,,-0.113534302,22.34785461,
16 8 32 16 32 16 ,120,6 4 4 6 6 3 ,29,32 32 32 32 32 32 ,192,6,29.30712509,,,-0.079184279,6.289394855,
32 8 32 32 16 16 8 ,144,6 3 6 4 6 3 4 ,32,64 64 64 64 64 64 64 ,448,7,117.299202,,,-1.501069307,50.21511459,
32 8 16 16 16 16 8 ,112,3 6 6 4 6 4 6 ,35,64 64 64 64 64 64 64 ,448,7,112.9506683,,,-2.612923145,56.80482483,
8 16 32 32 ,88,6 6 4 3 ,19,32 32 32 32 ,128,4,32.27694702,,,-0.154878303,4.922467709,
16 32 8 16 8 ,80,6 4 6 6 4 ,26,196 196 196 196 196 ,980,5,1063.70874,,,-0.94397223,96.06200409,
8 8 32 16 8 ,72,4 4 3 3 4 ,18,196 196 196 196 196 ,980,5,732.6461182,,,-1.211382747,96.31692505,
32 8 32 8 ,80,4 4 3 4 ,15,196 196 196 196 ,784,4,796.7723389,,,-0.617803335,92.34379578,
32 8 32 8 16 8 ,104,6 3 4 4 4 4 ,25,64 64 64 64 64 64 ,384,6,113.510376,,,-0.553189516,22.28839874,
32 32 32 8 16 ,120,3 3 4 3 3 ,16,196 196 196 196 196 ,980,5,708.3742065,,,-0.897978663,106.5190353,
8 8 8 16 16 ,56,4 6 3 3 6 ,22,128 128 128 128 128 ,640,5,365.1668701,,,-0.280597299,38.41189194,
32 8 32 8 16 16 ,112,4 3 6 6 6 4 ,29,32 32 32 32 32 32 ,192,6,25.70521355,,,-0.102018781,6.762163639,
16 8 32 32 8 8 16 ,120,6 4 3 4 4 6 3 ,30,32 32 32 32 32 32 32 ,224,7,28.84379578,,,-0.427709579,14.89317131,
32 32 16 8 ,88,4 3 4 6 ,17,196 196 196 196 ,784,4,800.0635986,,,-0.777518749,95.39951324,
8 8 8 32 16 8 16 ,96,6 6 4 6 3 3 6 ,34,128 128 128 128 128 128 128 ,896,7,435.4468994,,,-2.01259613,122.6475143,
32 8 32 16 32 16 8 ,144,3 4 4 6 4 6 4 ,31,32 32 32 32 32 32 32 ,224,7,24.41156197,,,-0.655968606,15.85644245,
8 16 16 32 16 32 32 ,152,4 4 6 3 6 4 3 ,30,196 196 196 196 196 196 196 ,1372,7,839.0292969,,,-2.554813385,256.3330994,
16 16 32 8 32 16 16 ,136,3 4 6 6 3 6 3 ,31,128 128 128 128 128 128 128 ,896,7,344.6804199,,,-0.697668314,129.3934326,
8 32 8 32 ,80,6 6 6 6 ,24,196 196 196 196 ,784,4,1117.769043,,,-1.259166002,89.93388367,
16 8 8 32 16 16 16 ,112,4 3 6 3 3 3 4 ,26,32 32 32 32 32 32 32 ,224,7,23.61391068,,,-0.633956015,14.3014555,
16 16 32 8 ,72,3 4 3 3 ,13,196 196 196 196 ,784,4,771.8500366,,,-0.816436529,97.36602783,
8 8 16 8 ,40,4 3 3 3 ,13,64 64 64 64 ,256,4,80.2507019,,,-0.617743015,14.18689251,
8 16 16 16 ,56,3 6 3 3 ,15,32 32 32 32 ,128,4,25.15409851,,,-0.107467748,3.446957111,
32 8 16 16 ,72,3 4 4 3 ,14,64 64 64 64 ,256,4,91.51663971,,,-0.452219367,19.44185257,
16 32 16 32 ,96,6 6 3 6 ,21,64 64 64 64 ,256,4,136.6216888,,,-0.652353406,18.52726173,
32 8 8 8 16 8 ,80,3 4 4 4 6 4 ,25,64 64 64 64 64 64 ,384,6,91.44263458,,,-0.061695099,18.69188881,
16 16 8 8 ,48,3 4 6 3 ,16,128 128 128 128 ,512,4,330.6044617,,,-0.125771493,35.89339828,
8 8 8 8 8 8 ,48,4 3 6 6 6 6 ,31,32 32 32 32 32 32 ,192,6,23.14349365,,,-0.130999371,4.282802582,
16 16 8 8 16 8 ,72,4 4 6 6 6 6 ,32,32 32 32 32 32 32 ,192,6,25.96469116,,,-0.151539132,4.814874172,
32 8 16 16 16 ,88,4 3 3 4 4 ,18,128 128 128 128 128 ,640,5,327.9343872,,,-0.545810103,52.54761505,
